Name	Type	Species	Height	Weight	Abilities	Local_Num	National_Num	Catch_Rate	EV_Yield	Base_Friendship	Base_Exp	Growth_Rate	Egg_Groups	Gender	Egg_Cycles	Stats	Total	Learnset
Pansage	Grass	Grass Monkey Pokemon	0.6	10.5	('Gluttony', 'Overgrow')	{'B2/W2': 37, 'B/W': 17, 'X/Y': 29}	511	190	[0, 0, 0, 0, 0, 1]	50	63	Medium Fast	Field	(87.5, 12.5)	20	[50, 53, 48, 53, 48, 64]	316	[('Scratch', 1), ('Leer', 4), ('Lick', 7), ('Vine Whip', 10), ('Fury Swipes', 13), ('Leech Seed', 16), ('Bite', 19), ('Seed Bomb', 22), ('Torment', 25), ('Fling', 28), ('Acrobatics', 31), ('Grass Knot', 34), ('Recycle', 37), ('Natural Gift', 40), ('Crunch', 43)]
Simisage	Grass	Thorn Monkey Pokemon	1.1	30.5	('Gluttony', 'Overgrow')	{'B2/W2': 38, 'B/W': 18, 'X/Y': 30}	512	75	[0, 0, 0, 0, 0, 2]	50	174	Medium Fast	Field	(87.5, 12.5)	20	[75, 98, 63, 98, 63, 101]	498	[('Fury Swipes', 1), ('Leer', 1), ('Lick', 1), ('Seed Bomb', 1)]
Pansear	Fire	High Temp Pokemon	0.6	11.0	('Gluttony', 'Blaze')	{'B2/W2': 39, 'B/W': 19, 'X/Y': 31}	513	190	[0, 0, 0, 0, 0, 1]	50	63	Medium Fast	Field	(87.5, 12.5)	20	[50, 53, 48, 53, 48, 64]	316	[('Scratch', 1), ('Leer', 4), ('Lick', 7), ('Incinerate', 10), ('Fury Swipes', 13), ('Yawn', 16), ('Bite', 19), ('Flame Burst', 22), ('Amnesia', 25), ('Fling', 28), ('Acrobatics', 31), ('Fire Blast', 34), ('Recycle', 37), ('Natural Gift', 40), ('Crunch', 43)]
Simisear	Fire	Ember Pokemon	1.0	28.0	('Gluttony', 'Blaze')	{'B2/W2': 40, 'B/W': 20, 'X/Y': 32}	514	75	[0, 0, 0, 0, 0, 2]	50	174	Medium Fast	Field	(87.5, 12.5)	20	[75, 98, 63, 98, 63, 101]	498	[('Flame Burst', 1), ('Fury Swipes', 1), ('Leer', 1), ('Lick', 1)]
Panpour	Water	Spray Pokemon	0.6	13.5	('Gluttony', 'Torrent')	{'B2/W2': 41, 'B/W': 21, 'X/Y': 33}	515	190	[0, 0, 0, 0, 0, 1]	50	63	Medium Fast	Field	(87.5, 12.5)	20	[50, 53, 48, 53, 48, 64]	316	[('Scratch', 1), ('Leer', 4), ('Lick', 7), ('Water Gun', 10), ('Fury Swipes', 13), ('Water Sport', 16), ('Bite', 19), ('Scald', 22), ('Taunt', 25), ('Fling', 28), ('Acrobatics', 31), ('Brine', 34), ('Recycle', 37), ('Natural Gift', 40), ('Crunch', 43)]
Simipour	Water	Geyser Pokemon	1.0	29.0	('Gluttony', 'Torrent')	{'B2/W2': 42, 'B/W': 22, 'X/Y': 34}	516	75	[0, 0, 0, 0, 0, 2]	50	174	Medium Fast	Field	(87.5, 12.5)	20	[75, 98, 63, 98, 63, 101]	498	[('Fury Swipes', 1), ('Leer', 1), ('Lick', 1), ('Scald', 1)]
Munna	Psychic	Dream Eater Pokemon	0.6	23.3	('Forewarn', 'Synchronize', 'Telepathy')	{'B2/W2': 86, 'B/W': 23, 'S/S': 90}	517	190	[1, 0, 0, 0, 0, 0]	50	58	Fast	Field	(50.0, 50.0)	10	[76, 25, 45, 67, 55, 24]	292	[('Defense Curl', 1), ('Psywave', 1), ('Lucky Chant', 5), ('Yawn', 7), ('Psybeam', 11), ('Imprison', 13), ('Moonlight', 17), ('Hypnosis', 19), ('Zen Headbutt', 23), ('Synchronoise', 25), ('Nightmare', 29), ('Future Sight', 31), ('Calm Mind', 35), ('Psychic', 37), ('Dream Eater', 41), ('Telekinesis', 43), ('Stored Power', 47)]
Musharna	Psychic	Drowsing Pokemon	1.1	60.5	('Forewarn', 'Synchronize', 'Telepathy')	{'B2/W2': 87, 'B/W': 24, 'S/S': 91}	518	75	[2, 0, 0, 0, 0, 0]	50	170	Fast	Field	(50.0, 50.0)	10	[116, 55, 85, 107, 95, 29]	487	[('Defense Curl', 1), ('Hypnosis', 1), ('Lucky Chant', 1), ('Psybeam', 1)]
Pidove	('Normal', 'Flying')	Tiny Pigeon Pokemon	0.3	2.1	('Big Pecks', 'Super Luck', 'Rivalry')	{'B2/W2': 14, 'B/W': 25, 'S/S': 26}	519	255	[0, 1, 0, 0, 0, 0]	50	53	Medium Slow	Flying	(50.0, 50.0)	15	[50, 55, 50, 36, 30, 43]	264	[('Gust', 1), ('Growl', 4), ('Leer', 8), ('Quick Attack', 11), ('Air Cutter', 15), ('Roost', 18), ('Detect', 22), ('Taunt', 25), ('Air Slash', 29), ('Razor Wind', 32), ('Feather Dance', 36), ('Swagger', 39), ('Facade', 43), ('Tailwind', 46), ('Sky Attack', 50)]
Tranquill	('Normal', 'Flying')	Wild Pigeon Pokemon	0.6	15.0	('Big Pecks', 'Super Luck', 'Rivalry')	{'B2/W2': 15, 'B/W': 26, 'S/S': 27}	520	120	[0, 2, 0, 0, 0, 0]	50	125	Medium Slow	Flying	(50.0, 50.0)	15	[62, 77, 62, 50, 42, 65]	358	[('Growl', 1), ('Gust', 1), ('Leer', 1), ('Quick Attack', 1), ('Growl', 4), ('Leer', 8), ('Quick Attack', 11), ('Air Cutter', 15), ('Roost', 18), ('Detect', 23), ('Taunt', 27), ('Air Slash', 32), ('Razor Wind', 36), ('Feather Dance', 41), ('Swagger', 45), ('Facade', 50), ('Tailwind', 54), ('Sky Attack', 59)]
Unfezant	('Normal', 'Flying')	Proud Pokemon	1.2	29.0	('Big Pecks', 'Super Luck', 'Rivalry')	{'B2/W2': 16, 'B/W': 27, 'S/S': 28}	521	45	[0, 3, 0, 0, 0, 0]	50	220	Medium Slow	Flying	(50.0, 50.0)	15	[80, 115, 80, 65, 55, 93]	488	[('Growl', 1), ('Gust', 1), ('Leer', 1), ('Quick Attack', 1), ('Growl', 4), ('Leer', 8), ('Quick Attack', 11), ('Air Cutter', 15), ('Roost', 18), ('Detect', 23), ('Taunt', 27), ('Air Slash', 33), ('Razor Wind', 38), ('Feather Dance', 44), ('Swagger', 49), ('Facade', 55), ('Tailwind', 60), ('Sky Attack', 66)]
Blitzle	Electric	Electrified Pokemon	0.8	29.8	('Lightning Rod', 'Motor Drive', 'Sap Sipper')	{'B2/W2': 147, 'B/W': 28}	522	190	[0, 0, 0, 0, 0, 1]	50	59	Medium Fast	Field	(50.0, 50.0)	20	[45, 60, 32, 50, 32, 76]	295	[('Quick Attack', 1), ('Tail Whip', 4), ('Charge', 8), ('Shock Wave', 11), ('Thunder Wave', 15), ('Flame Charge', 18), ('Pursuit', 22), ('Spark', 25), ('Stomp', 29), ('Discharge', 32), ('Agility', 36), ('Wild Charge', 39), ('Thrash', 43)]
Zebstrika	Electric	Thunderbolt Pokemon	1.6	79.5	('Lightning Rod', 'Motor Drive', 'Sap Sipper')	{'B2/W2': 148, 'B/W': 29}	523	75	[0, 0, 0, 0, 0, 2]	50	174	Medium Fast	Field	(50.0, 50.0)	20	[75, 100, 63, 80, 63, 116]	497	[('Charge', 1), ('Quick Attack', 1), ('Tail Whip', 1), ('Thunder Wave', 1), ('Tail Whip', 4), ('Charge', 8), ('Shock Wave', 11), ('Thunder Wave', 15), ('Flame Charge', 18), ('Pursuit', 22), ('Spark', 25), ('Stomp', 31), ('Discharge', 36), ('Agility', 42), ('Wild Charge', 47), ('Thrash', 53)]
Roggenrola	Rock	Mantle Pokemon	0.4	18.0	('Sturdy', 'Weak Armor', 'Sand Force')	{'B2/W2': 68, 'B/W': 30, 'X/Y': 120, 'S/M': 98, 'US/UM': 120, 'S/S': 168}	524	255	[0, 0, 1, 0, 0, 0]	50	56	Medium Slow	Mineral	(50.0, 50.0)	15	[55, 75, 85, 25, 25, 15]	280	[('Tackle', 1), ('Harden', 4), ('Sand -Attack', 7), ('Headbutt', 10), ('Rock Blast', 14), ('Mud -Slap', 17), ('Iron Defense', 20), ('Smack Down', 23), ('Rock Slide', 27), ('Stealth Rock', 30), ('Sandstorm', 33), ('Stone Edge', 36), ('Explosion', 40)]
Boldore	Rock	Ore Pokemon	0.9	102.0	('Sturdy', 'Weak Armor', 'Sand Force')	{'B2/W2': 69, 'B/W': 31, 'X/Y': 121, 'S/M': 99, 'US/UM': 121, 'S/S': 169}	525	120	[0, 1, 1, 0, 0, 0]	50	137	Medium Slow	Mineral	(50.0, 50.0)	15	[70, 105, 105, 50, 40, 20]	390	[('Harden', 1), ('Headbutt', 1), ('Sand -Attack', 1), ('Tackle', 1), ('Harden', 4), ('Sand -Attack', 7), ('Headbutt', 10), ('Rock Blast', 14), ('Mud -Slap', 17), ('Iron Defense', 20), ('Smack Down', 23), ('Power Gem', 25), ('Rock Slide', 30), ('Stealth Rock', 36), ('Sandstorm', 42), ('Stone Edge', 48), ('Explosion', 55)]
Gigalith	Rock	Compressed Pokemon	1.7	260.0	('Sturdy', 'Sand Stream', 'Sand Force')	{'B2/W2': 70, 'B/W': 32, 'X/Y': 122, 'S/M': 100, 'US/UM': 122, 'S/S': 170}	526	45	[0, 3, 0, 0, 0, 0]	50	232	Medium Slow	Mineral	(50.0, 50.0)	15	[85, 135, 130, 60, 80, 25]	515	[('Harden', 1), ('Headbutt', 1), ('Sand -Attack', 1), ('Tackle', 1), ('Harden', 4), ('Sand -Attack', 7), ('Headbutt', 10), ('Rock Blast', 14), ('Mud -Slap', 17), ('Iron Defense', 20), ('Smack Down', 23), ('Power Gem', 25), ('Rock Slide', 30), ('Stealth Rock', 36), ('Sandstorm', 42), ('Stone Edge', 48), ('Explosion', 55)]
Woobat	('Psychic', 'Flying')	Bat Pokemon	0.4	2.1	('Unaware', 'Klutz', 'Simple')	{'B2/W2': 66, 'B/W': 33, 'X/Y': 55, 'S/S': 174}	527	190	[0, 0, 0, 0, 0, 1]	50	65	Medium Fast	('Field', 'Flying')	(50.0, 50.0)	15	[65, 45, 43, 55, 43, 72]	323	[('Confusion', 1), ('Odor Sleuth', 4), ('Gust', 8), ('Assurance', 12), ('Heart Stamp', 15), ('Imprison', 19), ('Air Cutter', 21), ('Attract', 25), ('Amnesia', 29), ('Calm Mind', 29), ('Air Slash', 32), ('Future Sight', 36), ('Psychic', 41), ('Endeavor', 47)]
Swoobat	('Psychic', 'Flying')	Courting Pokemon	0.9	10.5	('Unaware', 'Klutz', 'Simple')	{'B2/W2': 67, 'B/W': 34, 'X/Y': 56, 'S/S': 175}	528	45	[0, 0, 0, 0, 0, 2]	50	149	Medium Fast	('Field', 'Flying')	(50.0, 50.0)	15	[67, 57, 55, 77, 55, 114]	425	[('Assurance', 1), ('Confusion', 1), ('Gust', 1), ('Odor Sleuth', 1), ('Odor Sleuth', 4), ('Gust', 8), ('Assurance', 12), ('Heart Stamp', 15), ('Imprison', 19), ('Air Cutter', 21), ('Attract', 25), ('Amnesia', 29), ('Calm Mind', 29), ('Air Slash', 32), ('Future Sight', 36), ('Psychic', 41), ('Endeavor', 47)]
Drilbur	Ground	Mole Pokemon	0.3	8.5	('Sand Rush', 'Sand Force', 'Mold Breaker')	{'B2/W2': 76, 'B/W': 35, 'S/S': 166}	529	120	[0, 1, 0, 0, 0, 0]	50	66	Medium Fast	Field	(50.0, 50.0)	20	[60, 85, 40, 30, 45, 68]	328	[('Mud Sport', 1), ('Scratch', 1), ('Rapid Spin', 5), ('Mud -Slap', 8), ('Fury Swipes', 12), ('Metal Claw', 15), ('Dig', 19), ('Hone Claws', 22), ('Slash', 26), ('Rock Slide', 29), ('Earthquake', 33), ('Swords Dance', 36), ('Sandstorm', 40), ('Drill Run', 43), ('Fissure', 47)]
Excadrill	('Ground', 'Steel')	Subterrene Pokemon	0.7	40.4	('Sand Rush', 'Sand Force', 'Mold Breaker')	{'B2/W2': 77, 'B/W': 36, 'S/S': 167}	530	60	[0, 2, 0, 0, 0, 0]	50	178	Medium Fast	Field	(50.0, 50.0)	20	[110, 135, 60, 50, 65, 88]	508	[('Mud -Slap', 1), ('Mud Sport', 1), ('Rapid Spin', 1), ('Scratch', 1), ('Rapid Spin', 5), ('Mud -Slap', 8), ('Fury Swipes', 12), ('Metal Claw', 15), ('Dig', 19), ('Hone Claws', 22), ('Slash', 26), ('Rock Slide', 29), ('Horn Drill', 31), ('Earthquake', 36), ('Swords Dance', 42), ('Sandstorm', 49), ('Drill Run', 55), ('Fissure', 62)]
Audino	Normal	Hearing Pokemon	1.1	31.0	('Healer', 'Regenerator', 'Klutz')	{'B2/W2': 36, 'B/W': 37, 'X/Y': 123}	531	255	[2, 0, 0, 0, 0, 0]	50	390	Fast	Fairy	(50.0, 50.0)	20	[103, 60, 86, 60, 86, 50]	445	[('Growl', 1), ('Helping Hand', 1), ('Pound', 1), ('Refresh', 5), ('Double Slap', 10), ('Attract', 15), ('Secret Power', 20), ('Entrainment', 25), ('Take Down', 30), ('Heal Pulse', 35), ('After You', 40), ('Simple Beam', 45), ('Double -Edge', 50), ('Last Resort', 55)]
Mega Audino	('Normal', 'Fairy')	Hearing Pokemon	1.5	32.0	('Healer', '')	{'B2/W2': 36, 'B/W': 37, 'X/Y': 123}	531	255	[2, 0, 0, 0, 0, 0]	50	425	Fast	Fairy	(50.0, 50.0)	20	[103, 60, 126, 80, 126, 50]	545	[('Growl', 1), ('Helping Hand', 1), ('Pound', 1), ('Refresh', 5), ('Double Slap', 10), ('Attract', 15), ('Secret Power', 20), ('Entrainment', 25), ('Take Down', 30), ('Heal Pulse', 35), ('After You', 40), ('Simple Beam', 45), ('Double -Edge', 50), ('Last Resort', 55)]
Timburr	Fighting	Muscular Pokemon	0.6	12.5	('Guts', 'Sheer Force', 'Iron Fist')	{'B2/W2': 73, 'B/W': 38, 'X/Y': 93, 'S/S': 171}	532	180	[0, 1, 0, 0, 0, 0]	70	61	Medium Slow	Human-Like	(75.0, 25.0)	20	[75, 80, 55, 25, 35, 35]	305	[('Leer', 1), ('Pound', 1), ('Focus Energy', 4), ('Bide', 8), ('Low Kick', 12), ('Rock Throw', 16), ('Wake -Up Slap', 20), ('Chip Away', 24), ('Bulk Up', 28), ('Rock Slide', 31), ('Dynamic Punch', 34), ('Scary Face', 37), ('Hammer Arm', 40), ('Stone Edge', 43), ('Focus Punch', 46), ('Superpower', 49)]
Gurdurr	Fighting	Muscular Pokemon	1.2	40.0	('Guts', 'Sheer Force', 'Iron Fist')	{'B2/W2': 74, 'B/W': 39, 'X/Y': 94, 'S/S': 172}	533	90	[0, 2, 0, 0, 0, 0]	50	142	Medium Slow	Human-Like	(75.0, 25.0)	20	[85, 105, 85, 40, 50, 40]	405	[('Bide', 1), ('Focus Energy', 1), ('Leer', 1), ('Pound', 1), ('Focus Energy', 4), ('Bide', 8), ('Low Kick', 12), ('Rock Throw', 16), ('Wake -Up Slap', 20), ('Chip Away', 24), ('Bulk Up', 29), ('Rock Slide', 33), ('Dynamic Punch', 37), ('Scary Face', 41), ('Hammer Arm', 45), ('Stone Edge', 49), ('Focus Punch', 53), ('Superpower', 57)]
Conkeldurr	Fighting	Muscular Pokemon	1.4	87.0	('Guts', 'Sheer Force', 'Iron Fist')	{'B2/W2': 75, 'B/W': 40, 'X/Y': 95, 'S/S': 173}	534	45	[0, 3, 0, 0, 0, 0]	50	227	Medium Slow	Human-Like	(75.0, 25.0)	20	[105, 140, 95, 55, 65, 45]	505	[('Bide', 1), ('Focus Energy', 1), ('Leer', 1), ('Pound', 1), ('Focus Energy', 4), ('Bide', 8), ('Low Kick', 12), ('Rock Throw', 16), ('Wake -Up Slap', 20), ('Chip Away', 24), ('Bulk Up', 29), ('Rock Slide', 33), ('Dynamic Punch', 37), ('Scary Face', 41), ('Hammer Arm', 45), ('Stone Edge', 49), ('Focus Punch', 53), ('Superpower', 57)]
Tympole	Water	Tadpole Pokemon	0.5	4.5	('Swift Swim', 'Hydration', 'Water Absorb')	{'B2/W2': 228, 'B/W': 41, 'S/S': 132}	535	255	[0, 0, 0, 0, 0, 1]	50	59	Medium Slow	Water 1	(50.0, 50.0)	20	[50, 50, 40, 50, 40, 64]	294	[('Bubble', 1), ('Growl', 1), ('Supersonic', 5), ('Round', 9), ('Bubble Beam', 12), ('Mud Shot', 16), ('Aqua Ring', 20), ('Uproar', 23), ('Muddy Water', 27), ('Rain Dance', 31), ('Flail', 34), ('Echoed Voice', 38), ('Hydro Pump', 42), ('Hyper Voice', 45)]
Palpitoad	('Water', 'Ground')	Vibration Pokemon	0.8	17.0	('Swift Swim', 'Hydration', 'Water Absorb')	{'B2/W2': 229, 'B/W': 42, 'S/S': 133}	536	120	[2, 0, 0, 0, 0, 0]	50	134	Medium Slow	Water 1	(50.0, 50.0)	20	[75, 65, 55, 65, 55, 69]	384	[('Bubble', 1), ('Growl', 1), ('Round', 1), ('Supersonic', 1), ('Supersonic', 5), ('Round', 9), ('Bubble Beam', 12), ('Mud Shot', 16), ('Aqua Ring', 20), ('Uproar', 23), ('Muddy Water', 28), ('Rain Dance', 33), ('Flail', 37), ('Echoed Voice', 42), ('Hydro Pump', 47), ('Hyper Voice', 51)]
Seismitoad	('Water', 'Ground')	Vibration Pokemon	1.5	62.0	('Swift Swim', 'Poison Touch', 'Water Absorb')	{'B2/W2': 230, 'B/W': 43, 'S/S': 134}	537	45	[3, 0, 0, 0, 0, 0]	50	229	Medium Slow	Water 1	(50.0, 50.0)	20	[105, 95, 75, 85, 75, 74]	509	[('Bubble', 1), ('Growl', 1), ('Round', 1), ('Supersonic', 1), ('Supersonic', 5), ('Round', 9), ('Bubble Beam', 12), ('Mud Shot', 16), ('Aqua Ring', 20), ('Uproar', 23), ('Muddy Water', 28), ('Rain Dance', 33), ('Acid', 36), ('Flail', 39), ('Drain Punch', 44), ('Echoed Voice', 49), ('Hydro Pump', 53), ('Hyper Voice', 59)]
Throh	Fighting	Judo Pokemon	1.3	55.5	('Guts', 'Inner Focus', 'Mold Breaker')	{'B2/W2': 267, 'B/W': 44, 'X/Y': 97, 'S/S': 248}	538	45	[2, 0, 0, 0, 0, 0]	50	163	Medium Fast	Human-Like	(100.0, 0.0)	20	[120, 100, 85, 30, 85, 45]	465	[('Bind', 1), ('Leer', 1), ('Bide', 5), ('Focus Energy', 9), ('Seismic Toss', 13), ('Vital Throw', 17), ('Revenge', 21), ('Storm Throw', 25), ('Body Slam', 29), ('Bulk Up', 33), ('Circle Throw', 37), ('Endure', 41), ('Wide Guard', 45), ('Superpower', 49), ('Reversal', 53)]
Sawk	Fighting	Karate Pokemon	1.4	51.0	('Sturdy', 'Inner Focus', 'Mold Breaker')	{'B2/W2': 268, 'B/W': 45, 'X/Y': 98, 'S/S': 249}	539	45	[0, 2, 0, 0, 0, 0]	50	163	Medium Fast	Human-Like	(100.0, 0.0)	20	[75, 125, 75, 30, 75, 85]	465	[('Leer', 1), ('Rock Smash', 1), ('Bide', 5), ('Focus Energy', 9), ('Double Kick', 13), ('Low Sweep', 17), ('Counter', 21), ('Karate Chop', 25), ('Brick Break', 29), ('Bulk Up', 33), ('Retaliate', 37), ('Endure', 41), ('Quick Guard', 45), ('Close Combat', 49), ('Reversal', 53)]
Sewaddle	('Bug', 'Grass')	Sewing Pokemon	0.3	2.5	('Swarm', 'Chlorophyll', 'Overcoat')	{'B2/W2': 17, 'B/W': 46}	540	255	[0, 0, 1, 0, 0, 0]	50	62	Medium Slow	Bug	(50.0, 50.0)	15	[45, 53, 70, 40, 60, 42]	310	[('String Shot', 1), ('Tackle', 1), ('Bug Bite', 8), ('Razor Leaf', 15), ('Struggle Bug', 22), ('Endure', 29), ('Bug Buzz', 36), ('Flail', 43)]
Swadloon	('Bug', 'Grass')	Leaf-Wrapped Pokemon	0.5	7.3	('Leaf Guard', 'Chlorophyll', 'Overcoat')	{'B2/W2': 18, 'B/W': 47}	541	120	[0, 0, 2, 0, 0, 0]	50	133	Medium Slow	Bug	(50.0, 50.0)	15	[55, 63, 90, 50, 80, 42]	380	[('Bug Bite', 1), ('Grass Whistle', 1), ('Razor Leaf', 1), ('String Shot', 1), ('Tackle', 1), ('Protect', 20)]
Leavanny	('Bug', 'Grass')	Nurturing Pokemon	1.2	20.5	('Swarm', 'Chlorophyll', 'Overcoat')	{'B2/W2': 19, 'B/W': 48}	542	45	[0, 3, 0, 0, 0, 0]	50	225	Medium Slow	Bug	(50.0, 50.0)	15	[75, 103, 80, 70, 80, 92]	500	[('Bug Bite', 1), ('False Swipe', 1), ('Razor Leaf', 1), ('String Shot', 1), ('Tackle', 1), ('Bug Bite', 8), ('Razor Leaf', 15), ('Struggle Bug', 22), ('Slash', 29), ('Helping Hand', 32), ('Leaf Blade', 36), ('X -Scissor', 39), ('Entrainment', 43), ('Swords Dance', 46), ('Leaf Storm', 50)]
Venipede	('Bug', 'Poison')	Centipede Pokemon	0.4	5.3	('Poison Point', 'Swarm', 'Speed Boost')	{'B2/W2': 43, 'B/W': 49, 'X/Y': 120}	543	255	[0, 0, 1, 0, 0, 0]	50	52	Medium Slow	Bug	(50.0, 50.0)	15	[30, 45, 59, 30, 39, 57]	260	[('Defense Curl', 1), ('Rollout', 1), ('Poison Sting', 5), ('Screech', 8), ('Pursuit', 12), ('Protect', 15), ('Poison Tail', 19), ('Bug Bite', 22), ('Venoshock', 26), ('Agility', 29), ('Steamroller', 33), ('Toxic', 36), ('Rock Climb', 40), ('Double -Edge', 43)]
Whirlipede	('Bug', 'Poison')	Curlipede Pokemon	1.2	58.5	('Poison Point', 'Swarm', 'Speed Boost')	{'B2/W2': 44, 'B/W': 50, 'X/Y': 121}	544	120	[0, 0, 2, 0, 0, 0]	50	126	Medium Slow	Bug	(50.0, 50.0)	15	[40, 55, 99, 40, 79, 47]	360	[('Defense Curl', 1), ('Poison Sting', 1), ('Rollout', 1), ('Screech', 1), ('Poison Sting', 5), ('Screech', 8), ('Pursuit', 12), ('Protect', 15), ('Poison Tail', 19), ('Iron Defense', 22), ('Bug Bite', 23), ('Venoshock', 28), ('Agility', 32), ('Steamroller', 37), ('Toxic', 41), ('Rock Climb', 46), ('Double -Edge', 50)]
Scolipede	('Bug', 'Poison')	Megapede Pokemon	2.5	200.5	('Poison Point', 'Swarm', 'Speed Boost')	{'B2/W2': 45, 'B/W': 51, 'X/Y': 122}	545	45	[0, 0, 0, 0, 0, 3]	50	218	Medium Slow	Bug	(50.0, 50.0)	20	[60, 100, 89, 55, 69, 112]	485	[('Defense Curl', 1), ('Megahorn', 1), ('Poison Sting', 1), ('Rollout', 1), ('Screech', 1), ('Poison Sting', 5), ('Screech', 8), ('Pursuit', 12), ('Protect', 15), ('Poison Tail', 19), ('Bug Bite', 23), ('Venoshock', 28), ('Baton Pass', 30), ('Agility', 33), ('Steamroller', 39), ('Toxic', 44), ('Rock Climb', 50), ('Double -Edge', 55)]
Cottonee	('Grass', 'Fairy')	Cotton Puff Pokemon	0.3	0.6	('Prankster', 'Infiltrator', 'Chlorophyll')	{'B2/W2': 82, 'B/W': 52, 'S/M': 87, 'US/UM': 105, 'S/S': 262}	546	190	[0, 0, 0, 0, 0, 1]	50	56	Medium Fast	('Fairy', 'Grass')	(50.0, 50.0)	20	[40, 27, 60, 37, 50, 66]	280	[('Absorb', 1), ('Growth', 4), ('Leech Seed', 8), ('Stun Spore', 10), ('Mega Drain', 13), ('Cotton Spore', 17), ('Razor Leaf', 19), ('Poison Powder', 22), ('Giga Drain', 26), ('Charm', 28), ('Helping Hand', 31), ('Energy Ball', 35), ('Cotton Guard', 37), ('Sunny Day', 40), ('Endeavor', 44), ('Solar Beam', 46)]
Whimsicott	('Grass', 'Fairy')	Windveiled Pokemon	0.7	6.6	('Prankster', 'Infiltrator', 'Chlorophyll')	{'B2/W2': 83, 'B/W': 53, 'S/M': 88, 'US/UM': 106, 'S/S': 263}	547	75	[0, 0, 0, 0, 0, 2]	50	168	Medium Fast	('Fairy', 'Grass')	(50.0, 50.0)	20	[60, 67, 85, 77, 75, 116]	480	[('Cotton Spore', 1), ('Growth', 1), ('Leech Seed', 1), ('Mega Drain', 1), ('Gust', 10), ('Tailwind', 28), ('Hurricane', 46)]
Petilil	Grass	Bulb Pokemon	0.5	6.6	('Chlorophyll', 'Own Tempo', 'Leaf Guard')	{'B2/W2': 84, 'B/W': 54, 'S/M': 85, 'US/UM': 103, 'LA': 93}	548	190	[0, 0, 0, 1, 0, 0]	50	56	Medium Fast	Grass	(0.0, 100.0)	20	[45, 35, 50, 70, 50, 30]	280	[('Absorb', 1), ('Growth', 4), ('Leech Seed', 8), ('Sleep Powder', 10), ('Mega Drain', 13), ('Synthesis', 17), ('Magical Leaf', 19), ('Stun Spore', 22), ('Giga Drain', 26), ('Aromatherapy', 28), ('Helping Hand', 31), ('Energy Ball', 35), ('Entrainment', 37), ('Sunny Day', 40), ('After You', 44), ('Leaf Storm', 46)]
Lilligant	Grass	Flowering Pokemon	1.1	16.3	('Chlorophyll', 'Own Tempo', 'Leaf Guard')	{'B2/W2': 85, 'B/W': 55, 'S/M': 86, 'US/UM': 104, 'LA': 94}	549	75	[0, 0, 0, 2, 0, 0]	50	168	Medium Fast	Grass	(0.0, 100.0)	20	[70, 60, 75, 110, 75, 90]	480	[('Growth', 1), ('Leech Seed', 1), ('Mega Drain', 1), ('Synthesis', 1), ('Teeter Dance', 10), ('Quiver Dance', 28), ('Petal Dance', 46)]
Hisuian Lilligant	('Grass', 'Fighting')	Mellow Pokemon	1.2	19.2	('Chlorophyll', 'Hustle', 'Leaf Guard')	{'B2/W2': 85, 'B/W': 55, 'S/M': 86, 'US/UM': 104, 'LA': 94}	549		[0, 0, 0, 0, 0, 0]			—	—			[70, 105, 75, 50, 75, 105]	480	[('Growth', 1), ('Leech Seed', 1), ('Mega Drain', 1), ('Synthesis', 1), ('Teeter Dance', 10), ('Quiver Dance', 28), ('Petal Dance', 46)]
Basculin (Red-Striped Form)	Water	Hostile Pokemon	1.0	18.0	('Reckless', 'Adaptability', 'Mold Breaker')	{'B2/W2': 104, 'B/W': 56, 'X/Y': 60, 'US/UM': 188, 'S/S': 154, 'LA': 166}	550	25	[0, 0, 0, 0, 0, 2]	50	161	Medium Fast	Water 2	(50.0, 50.0)	40	[70, 92, 65, 80, 55, 98]	460	[('Tackle', 1), ('Water Gun', 1), ('Uproar', 4), ('Headbutt', 7), ('Bite', 10), ('Aqua Jet', 13), ('Chip Away', 16), ('Take Down', 20), ('Crunch', 24), ('Aqua Tail', 28), ('Soak', 32), ('Double -Edge', 36), ('Scary Face', 41), ('Flail', 46), ('Final Gambit', 51), ('Thrash', 56)]
Basculin (Blue-Striped Form)	Water	Hostile Pokemon	1.0	18.0	('Rock Head', 'Adaptability', 'Mold Breaker')	{'B2/W2': 104, 'B/W': 56, 'X/Y': 60, 'US/UM': 188, 'S/S': 154, 'LA': 166}	550	25	[0, 0, 0, 0, 0, 2]	50	161	Medium Fast	Water 2	(50.0, 50.0)	40	[70, 92, 65, 80, 55, 98]	460	[('Tackle', 1), ('Water Gun', 1), ('Uproar', 4), ('Headbutt', 7), ('Bite', 10), ('Aqua Jet', 13), ('Chip Away', 16), ('Take Down', 20), ('Crunch', 24), ('Aqua Tail', 28), ('Soak', 32), ('Double -Edge', 36), ('Scary Face', 41), ('Flail', 46), ('Final Gambit', 51), ('Thrash', 56)]
